System,Molecular_Weight,DOCK_Rotatable_Bonds,Formal_Charge,HBond_Acceptors,HBond_Donors,Stereocenters,cLogP,TPSA,SA_Score,QED,ESOL,num_of_PAINS,SMILES
1TOW , 252.293 , 4 , -0.999 , 3 , 0 , 0 , 2.3246 , 45.06 , 2.24292 , 0.714984 , -3.14015 , 0 , O=C([O-])CCCn1c2ccccc2c2ccccc21
1TPS , 1041.19 , 31 , -0.00899625 , 27 , 13 , 10 , -3.8848 , 397.19 , 7.36621 , 0.0231109 , -3.68765 , 0 , CC(C)C[C@H]1C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](O)CO[S+](=O)(=O)=O)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H]2CC[C@@H](O)N1C2=O
1TQT , 334.368 , 12 , -0.000998735 , 11 , 5 , 6 , -3.4551 , 161.59 , 5.83047 , 0.306493 , 0.615145 , 0 , O=[S+](=O)(=O)O[C@H](CO)[C@@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO
1TSY , 306.169 , 5 , -1.999 , 10 , 2 , 3 , -4.0399 , 162.73 , 4.40564 , 0.541279 , 1.22504 , 0 , O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[P]([O-])([O-])[O-])O2)c(=O)[nH]1
1TT1 , 212.226 , 4 , -0.997999 , 5 , 2 , 3 , -3.3696 , 96.87 , 5.99419 , 0.492114 , 1.34211 , 0 , C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-]
1TUF , 186.208 , 8 , -2 , 4 , 0 , 0 , -0.7831 , 80.26 , 3.31407 , 0.465723 , -0.394712 , 0 , O=C([O-])CCCCCCCC(=O)[O-]
1TXI , 400.602 , 14 , 0.00299713 , 3 , 3 , 6 , 4.7618 , 60.69 , 4.73696 , 0.587698 , -5.92438 , 0 , C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C
1TXR , 307.37 , 13 , -0.997 , 6 , 4 , 3 , -0.8019 , 115.48 , 3.41235 , 0.582726 , -1.16871 , 0 , CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)[O-]
1TZ8 , 268.356 , 9 , -0.00200004 , 2 , 2 , 0 , 4.8286 , 40.46 , 2.13942 , 0.76606 , -5.10242 , 0 , CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
1U1B , 805.332 , 16 , -5.999 , 27 , 4 , 7 , -10.0535 , 439.92 , 6.18303 , 0.132738 , 2.43123 , 0 , Cc1cn([C@H]2C[C@H](O[P]([O-])([O-])O[P]([O-])([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O[P]([O-])([O-])[O-])[C@@H](CO[P]([O-])([O-])[O-])O2)c(=O)[nH]c1=O
1U1C , 276.292 , 7 , 0 , 6 , 2 , 0 , 0.0938 , 84.32 , 2.26117 , 0.733536 , -1.63632 , 0 , O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1
1U2Y , 190.156 , 6 , 0.000999928 , 7 , 4 , 4 , -2.3915 , 122.71 , 5.01687 , 0.34446 , 0.747924 , 0 , O=NC1=N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1U33 , 530.483 , 20 , -0.00100087 , 17 , 11 , 14 , -6.8766 , 272.84 , 5.3947 , 0.107926 , 1.86864 , 0 , CO[C@@H]1[C@@H](CO)O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)N/C(=N\O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
1U3Q , 243.219 , 4 , -1.19209e-07 , 5 , 3 , 0 , 2.6116 , 86.72 , 2.38216 , 0.613528 , -3.30459 , 0 , Oc1ccc(-c2noc3cc(O)ccc23)c(O)c1
1U3S , 277.279 , 3 , 0 , 4 , 2 , 0 , 4.0592 , 66.49 , 2.22431 , 0.551064 , -4.60013 , 0 , Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1
1U4D , 245.241 , 2 , -0.00399995 , 7 , 5 , 0 , -0.6962 , 112.37 , 3.61426 , 0.453021 , -0.868119 , 0 , NC1=N/C(=C2/CCNC(=O)c3[nH]ccc32)C(=O)N1
1U9E , 226.232 , 3 , 2.98023e-08 , 3 , 2 , 0 , 3.511 , 53.6 , 1.97571 , 0.666665 , -3.86069 , 0 , Oc1ccc(-c2cc3cc(O)ccc3o2)cc1
1UDT , 475.592 , 9 , 0.999001 , 11 , 2 , 0 , 0.1938 , 114.62 , 3.53463 , 0.508487 , -3.01681 , 0 , CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12
1ULB , 151.128 , 1 , 7.45058e-09 , 6 , 4 , 0 , -0.7716 , 100.45 , 3.15064 , 0.460368 , -0.204813 , 0 , Nc1nc2[nH]cnc2c(=O)[nH]1
1UMG , 336.086 , 12 , -4 , 12 , 3 , 3 , -7.8116 , 234.58 , 5.5702 , 0.34752 , 3.84181 , 0 , O=C(CO[P]([O-])([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)CO[P]([O-])([O-])[O-]
1UML , 445.521 , 13 , 1.49012e-08 , 8 , 4 , 1 , 3.1317 , 115.17 , 3.09388 , 0.348244 , -4.98653 , 0 , NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1
1UNG , 267.331 , 6 , -7.45058e-08 , 4 , 2 , 0 , 3.6731 , 61.8 , 2.41399 , 0.757184 , -4.23864 , 0 , CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12
1UNH , 277.282 , 3 , -0.00399989 , 5 , 3 , 0 , 2.6538 , 73.72 , 2.61167 , 0.393546 , -3.56126 , 0 , O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O
1UNL , 354.455 , 12 , -0.00100207 , 7 , 3 , 1 , 3.2021 , 87.89 , 2.91558 , 0.580315 , -4.44683 , 0 , CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
1UOM , 429.582 , 7 , 1.001 , 4 , 2 , 1 , 3.9919 , 37.14 , 3.64897 , 0.622184 , -5.53331 , 0 , Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(OCC[NH+]2CCCCC2)cc1
1UOU , 242.665 , 3 , 0.0029999 , 7 , 3 , 0 , -0.9908 , 93.06 , 4.75638 , 0.652366 , -0.628641 , 0 , NC1=[N+](Cc2[n-]c(=O)[nH]c(=O)c2Cl)CCC1
1UR5 , 662.423 , 17 , -1.001 , 21 , 8 , 8 , -6.4203 , 335.9 , 5.53901 , 0.0855583 , 0.670077 , 0 , NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P]([O-])([O-])O[P]([O-])([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
1USN , 427.379 , 8 , -0.000999726 , 14 , 4 , 1 , 2.37499 , 98.91 , 3.43585 , 0.255246 , -4.32543 , 0 , CNC(=O)[C@H](Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)Nc1n[nH]c(=S)s1
1UT6 , 326.505 , 10 , 1.002 , 3 , 4 , 0 , 4.108 , 52.56 , 2.70533 , 0.681433 , -4.93177 , 0 , [NH3+]CCCCCCCCNc1c2c(nc3ccccc13)CCCC2
1UTN , 108.163 , 2 , 0.999999 , 1 , 3 , 0 , 0.4285 , 27.64 , 2.63312 , 0.539985 , -0.82181 , 0 , [NH3+]Cc1ccccc1
1UTO , 122.19 , 3 , 0.998999 , 1 , 3 , 0 , 0.471 , 27.64 , 2.53539 , 0.590327 , -0.936733 , 0 , [NH3+]CCc1ccccc1
1UTP , 150.244 , 5 , 0.999999 , 1 , 3 , 0 , 1.2512 , 27.64 , 2.43534 , 0.625617 , -1.68542 , 0 , [NH3+]CCCCc1ccccc1
1UVT , 384.479 , 9 , 0.996999 , 7 , 3 , 0 , 3.10082 , 81.57 , 2.9103 , 0.585689 , -4.56967 , 0 , Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCNc2cc[nH+]cc2)c1
1UY6 , 371.439 , 13 , -5.21541e-08 , 8 , 2 , 0 , 2.8252 , 97.31 , 2.40785 , 0.659101 , -4.27901 , 0 , CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21
1UY7 , 311.387 , 9 , 0.000999086 , 6 , 2 , 0 , 2.808 , 78.85 , 2.19996 , 0.759952 , -3.87872 , 0 , CCCCn1c(Cc2ccc(OC)cc2)nc2c(N)ncnc21
1UY8 , 311.387 , 9 , 0.00100098 , 6 , 2 , 0 , 2.808 , 78.85 , 2.254 , 0.759952 , -3.87872 , 0 , CCCCn1c(Cc2cccc(OC)c2)nc2c(N)ncnc21
1UY9 , 325.37 , 7 , 0.00100006 , 7 , 2 , 0 , 2.5281 , 88.08 , 2.43724 , 0.781547 , -3.76629 , 0 , CCCCn1c(Cc2ccc3c(c2)OCO3)nc2c(N)ncnc21
1UYC , 341.413 , 11 , 9.38773e-07 , 7 , 2 , 0 , 2.8166 , 88.08 , 2.34727 , 0.716498 , -4.07876 , 0 , CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)ncnc21
1UYD , 405.884 , 13 , -0.00100005 , 9 , 2 , 0 , 3.4786 , 97.31 , 2.65314 , 0.620703 , -4.99087 , 0 , CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)ncnc21
1UYE , 415.879 , 13 , -0.00100102 , 9 , 2 , 0 , 3.0919 , 97.31 , 2.90797 , 0.451794 , -4.76965 , 0 , C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)ncnc21
1UYF , 433.87 , 13 , -0.00199902 , 10 , 2 , 0 , 3.231 , 97.31 , 3.04673 , 0.335229 , -4.99131 , 0 , C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21
1UYG , 303.296 , 7 , -0.00199979 , 8 , 3 , 0 , -1.71931 , 96.59 , 3.59927 , 0.657654 , -0.475162 , 0 , COc1ccc(OC)c(C[C]2N=c3nc(F)nc(N)c3=[NH+]2)c1
1UYH , 359.404 , 11 , -0.00200211 , 8 , 2 , 0 , 2.9557 , 88.08 , 2.51188 , 0.657919 , -4.30025 , 0 , CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21
1UYI , 369.399 , 11 , 0.00300001 , 8 , 2 , 0 , 2.569 , 88.08 , 2.78415 , 0.394354 , -4.07894 , 0 , C#CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21
1UYK , 343.361 , 7 , -0.00400004 , 8 , 2 , 0 , 2.6672 , 88.08 , 2.60012 , 0.722464 , -3.98773 , 0 , CCCCn1c(Cc2ccc3c(c2)OCO3)nc2c(N)nc(F)nc21
1UZ1 , 161.158 , 4 , 0.00200009 , 5 , 4 , 3 , -2.5535 , 89.79 , 4.05284 , 0.340749 , 1.0539 , 0 , O=C1NC[C@H](CO)[C@@H](O)[C@@H]1O
1V0P , 431.902 , 13 , -1.001 , 10 , 3 , 1 , 2.5965 , 128.02 , 3.49171 , 0.504609 , -4.5077 , 0 , CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)[O-])c(Cl)c2)c2ncn(C(C)C)c2n1
1V1J , 191.136 , 4 , -1.001 , 6 , 3 , 3 , -2.5537 , 100.82 , 4.96726 , 0.424828 , 0.861748 , 0 , O=C([O-])[C@]1(O)C=C(F)[C@@H](O)[C@H](O)C1
1V2J , 121.162 , 3 , 0.999 , 2 , 4 , 0 , 0.44159 , 52.04 , 1.99464 , 0.556232 , -0.911573 , 0 , N[C](N)c1ccccc1
1V2K , 499.033 , 5 , 1.2666e-07 , 9 , 0 , 0 , 3.6377 , 73.82 , 2.31864 , 0.550934 , -5.73607 , 0 , O=C(C1CCN(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1
1V2L , 121.162 , 3 , 0.999 , 2 , 4 , 0 , 0.44159 , 52.04 , 1.99464 , 0.556232 , -0.911573 , 0 , N[C](N)c1ccccc1
1V2M , 121.162 , 3 , 0.999 , 2 , 4 , 0 , 0.44159 , 52.04 , 1.99464 , 0.556232 , -0.911573 , 0 , N[C](N)c1ccccc1
1V2N , 374.486 , 10 , 2.001 , 5 , 8 , 0 , 2.80668 , 121.15 , 2.83977 , 0.485758 , -4.29867 , 1 , N[C](N)c1ccc(/C=C2/CCCC/C(=C/c3ccc([C](N)N)cc3)C2=O)cc1
1V2O , 433.508 , 15 , 1 , 10 , 6 , 1 , -0.07119 , 153.61 , 2.81139 , 0.409297 , -2.53632 , 0 , COC(=O)[C@H](Cc1cccc([C](N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
1V2Q , 433.508 , 15 , 1 , 10 , 6 , 1 , -0.07119 , 153.61 , 2.81139 , 0.409297 , -2.53632 , 0 , COC(=O)[C@H](Cc1cccc([C](N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
1V2R , 433.508 , 15 , 1 , 10 , 6 , 1 , -0.07119 , 153.61 , 2.81139 , 0.409297 , -2.53632 , 0 , COC(=O)[C@H](Cc1cccc([C](N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
1V2S , 121.162 , 3 , 0.999 , 2 , 4 , 0 , 0.44159 , 52.04 , 1.99464 , 0.556232 , -0.911573 , 0 , N[C](N)c1ccccc1
1V2T , 433.508 , 15 , 1 , 10 , 6 , 1 , -0.07119 , 153.61 , 2.81139 , 0.409297 , -2.53632 , 0 , COC(=O)[C@H](Cc1cccc([C](N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
1V2U , 121.162 , 3 , 0.999 , 2 , 4 , 0 , 0.44159 , 52.04 , 1.99464 , 0.556232 , -0.911573 , 0 , N[C](N)c1ccccc1
1V2V , 121.162 , 3 , 0.999 , 2 , 4 , 0 , 0.44159 , 52.04 , 1.99464 , 0.556232 , -0.911573 , 0 , N[C](N)c1ccccc1
1V2W , 433.508 , 15 , 1 , 10 , 6 , 1 , -0.07119 , 153.61 , 2.81139 , 0.409297 , -2.53632 , 0 , COC(=O)[C@H](Cc1cccc([C](N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
1V2X , 399.451 , 12 , 0.998999 , 12 , 7 , 6 , -3.9737 , 187.08 , 5.09098 , 0.343563 , 0.574838 , 0 , C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
1V3C , 308.265 , 11 , -1 , 10 , 6 , 6 , -5.2065 , 179.61 , 4.59651 , 0.297057 , 2.08088 , 0 , CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1V3D , 290.25 , 10 , -1.001 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1V3E , 332.314 , 11 , -0.000999272 , 11 , 9 , 5 , -6.7302 , 202.79 , 5.11085 , 0.186548 , 3.05712 , 0 , CC(=O)N[C@@H]1[C@@H](NC(N)=[NH2+])C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1V3X , 535.067 , 6 , 0.995999 , 12 , 3 , 2 , 0.5211 , 118.11 , 4.13164 , 0.507411 , -3.66255 , 0 , C[N@@H+]1CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)C[C@@H]3C(N)=O)sc2C1
1V48 , 335.207 , 7 , -2.001 , 11 , 3 , 0 , -1.6916 , 158.77 , 3.62252 , 0.4762 , -0.69986 , 0 , Nc1nc2c(ncn2CCCCC(F)(F)[P]([O-])([O-])[O-])c(=O)[nH]1
1V4S , 349.413 , 6 , 0.00200009 , 9 , 3 , 0 , 3.0014 , 85.83 , 2.63316 , 0.709122 , -4.28057 , 0 , Cn1ccnc1Sc1cc(C(=O)Nc2nccs2)c(N)cc1F
1VCJ , 349.43 , 12 , -0.00200087 , 7 , 5 , 1 , -0.2496 , 120.34 , 4.15707 , 0.599144 , -1.8542 , 0 , CCC(CC)Nc1cc(C(=O)[O-])ccc1N1C(=O)CC[C@@]1(C[NH3+])CO
1VJ5 , 344.195 , 4 , 0.00200005 , 3 , 2 , 0 , 3.7454 , 41.13 , 1.8114 , 0.788692 , -4.8113 , 0 , O=C(Nc1ccc(I)cc1)NC1CCCCC1
1VOT , 243.329 , 2 , 0.997999 , 3 , 4 , 2 , 1.2807 , 60.5 , 5.35596 , 0.662515 , -2.32169 , 0 , C/C=C1\[C@H]2C=C(C)C[C@]1([NH3+])c1ccc(=O)[nH]c1C2
1VR2 , 294.31 , 5 , -2 , 5 , 1 , 0 , 1.48509 , 81.59 , 3.58282 , 0.853399 , -2.79234 , 0 , CC1=C(CCC(=O)[O-])C(/C=C2\C(=O)Nc3ccccc32)=N[CH]1
1VRT , 266.302 , 2 , -0.00299996 , 5 , 1 , 0 , 2.65122 , 58.12 , 2.59443 , 0.862873 , -3.4843 , 0 , Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
1VRU , 351.232 , 7 , -0.00100001 , 6 , 3 , 1 , 4.14292 , 72.19 , 2.70776 , 0.794828 , -5.13577 , 0 , CC(=O)c1ccc(C)cc1N[C@H](C(N)=O)c1c(Cl)cccc1Cl
1VSO , 321.247 , 12 , -0.996998 , 9 , 4 , 1 , -2.70811 , 167.01 , 5.92895 , 0.400827 , 0.145473 , 0 , CC(C)(C)[C]1[O+]=NC(OC[P]([O-])([O-])O)=C1C[C@H]([NH3+])C(=O)[O-]
1VZQ , 450.494 , 7 , 2.002 , 9 , 6 , 6 , -0.95551 , 132.55 , 4.87992 , 0.447008 , -2.00874 , 0 , N[C](N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3[C@@H]3C[C@@H](O)C[N@@H+]32)cc1
1W1P , 154.169 , 0 , -0.00199994 , 4 , 1 , 1 , -0.8928 , 49.41 , 2.8839 , 0.483051 , -0.135029 , 0 , O=C1NCC(=O)N2CCC[C@@H]12
1W2G , 242.232 , 4 , 1.49012e-08 , 7 , 3 , 3 , -1.51428 , 104.55 , 3.37637 , 0.586549 , -0.235946 , 0 , Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
1W3J , 149.147 , 4 , -0.000999987 , 5 , 4 , 3 , -2.3961 , 81.95 , 4.57183 , 0.335367 , 1.01273 , 0 , OC[C@H]1ONC[C@@H](O)[C@@H]1O
1W3Y , 389.466 , 23 , -0.998 , 8 , 4 , 2 , 1.6399 , 147.35 , 3.63574 , 0.137408 , -3.4915 , 0 , CCCCCCCCCCCCC(=O)OC[C@H](O)[C@@H](O)/C(O)=C(/O)C(=O)[O-]
1W4L , 529.656 , 12 , 0.998998 , 7 , 1 , 3 , 4.4867 , 79.08 , 4.63153 , 0.213281 , -6.54596 , 0 , COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
1W4O , 322.168 , 6 , -1.998 , 11 , 3 , 4 , -5.0691 , 182.96 , 4.50713 , 0.468771 , 1.88357 , 0 , O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O[P]([O-])([O-])[O-])[C@@H]2O)c(=O)[nH]1
1W4P , 306.169 , 5 , -2 , 10 , 2 , 3 , -4.0399 , 162.73 , 4.43356 , 0.541279 , 1.22504 , 0 , O=c1ccn([C@H]2C[C@H](O[P]([O-])([O-])[O-])[C@@H](CO)O2)c(=O)[nH]1
1W4Q , 324.159 , 5 , -2.001 , 11 , 2 , 4 , -4.0919 , 162.73 , 4.67736 , 0.538291 , 1.14564 , 0 , O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O[P]([O-])([O-])[O-])[C@H]2F)c(=O)[nH]1
1W6F , 138.149 , 2 , 1.002 , 4 , 4 , 0 , -1.0317 , 69.63 , 2.9347 , 0.486929 , 0.0735142 , 0 , [NH3+]NC(=O)c1ccncc1
1W6R , 287.359 , 4 , -0.001001 , 4 , 1 , 3 , 1.8503 , 41.93 , 4.22684 , 0.801599 , -3.02851 , 0 , COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
1W76 , 286.351 , 4 , 1 , 4 , 1 , 3 , 1.4797 , 41.7 , 4.76783 , 0.627445 , -2.74698 , 0 , COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[N+](C)=C2
1W7X , 538.603 , 16 , 0.000999987 , 9 , 6 , 2 , 2.78979 , 151.76 , 3.44122 , 0.219173 , -5.33941 , 0 , COc1cc([C@@H](Nc2ccc([C](N)N)cc2)C(=O)N[C@H](C(=O)[O-])c2ccccc2)ccc1OCc1ccccc1
1W9U , 674.714 , 14 , 0.00600052 , 19 , 9 , 6 , -6.1283 , 283.68 , 6.49225 , 0.0681301 , 0.369553 , 0 , CC(=O)NC(=[NH2+])NCCC[C@@H]1NC(=O)[C@H](CCCC(=O)[O-])NC(=O)[C@H](Cc2cnc[nH]2)N2C(=O)[C@H](C[C@H]2O)NC(=O)[C@H]2CCCN2C1=O
1W9V , 674.691 , 13 , -1.002 , 19 , 9 , 5 , -7.2773 , 295.72 , 5.57692 , 0.0758209 , 1.21499 , 0 , CNC(=O)NC(=[NH2+])NCCC[C@@H]1NC(=O)[C@@H](C)NC(=O)C[C@@H](C(=O)[O-])NC(=O)C[C@@H](C(=O)[O-])NC(=O)[C@H](Cc2ccccc2)N(C)C1=O
1WB0 , 673.683 , 14 , -1.996 , 19 , 8 , 5 , -5.6673 , 296.48 , 5.37424 , 0.0807376 , 0.0275633 , 0 , CNC(=O)N/C(N)=N/CCC[C@@H]1NC(=O)[C@@H](C)NC(=O)C[C@@H](C(=O)[O-])NC(=O)C[C@@H](C(=O)[O-])NC(=O)[C@H](Cc2ccccc2)N(C)C1=O
1WC0 , 501.18 , 11 , -4.002 , 17 , 4 , 4 , -7.2567 , 299.19 , 5.39567 , 0.296077 , 2.34244 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])C[P]([O-])([O-])O[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
1WC5 , 501.18 , 11 , -4 , 17 , 4 , 4 , -7.2567 , 299.19 , 5.39567 , 0.296077 , 2.34244 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])C[P]([O-])([O-])O[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
1WM1 , 224.283 , 6 , 0.998001 , 5 , 2 , 1 , 0.2756 , 72.6 , 4.59264 , 0.733052 , -1.44632 , 0 , CC(C)(C)c1nnc(C(=O)[C@@H]2CCC[NH2+]2)o1
1X70 , 408.327 , 7 , 1.002 , 12 , 3 , 1 , 0.3479 , 78.82 , 4.72998 , 0.450279 , -2.69886 , 0 , [NH3+][C@@H](CC(=O)N1CC[n+]2c(C(F)(F)F)n[n-]c2C1)Cc1cc(F)c(F)cc1F
1X76 , 251.241 , 3 , 0 , 4 , 2 , 0 , 3.38268 , 77.39 , 2.47263 , 0.695482 , -3.9283 , 0 , N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12
1X78 , 265.268 , 5 , 0.00199994 , 4 , 2 , 0 , 3.57708 , 77.39 , 2.54912 , 0.743014 , -4.16068 , 0 , N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12
1X7B , 271.248 , 4 , 0.001 , 5 , 2 , 0 , 3.6881 , 66.49 , 2.7192 , 0.746601 , -4.28256 , 0 , C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12
1X7E , 265.268 , 5 , 0.00199994 , 4 , 2 , 0 , 3.57708 , 77.39 , 2.54912 , 0.743014 , -4.16068 , 0 , N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12
1X7J , 270.241 , 4 , 0.00100008 , 5 , 3 , 0 , 2.5768 , 90.9 , 2.2966 , 0.634293 , -3.45513 , 0 , O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
1X7R , 270.241 , 4 , 0.00100008 , 5 , 3 , 0 , 2.5768 , 90.9 , 2.2966 , 0.634293 , -3.45513 , 0 , O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
1X8X , 181.191 , 5 , -0.000998974 , 4 , 4 , 1 , -1.7049 , 88 , 3.68732 , 0.581936 , 0.30488 , 0 , [NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]
1XBB , 493.611 , 10 , 0.00199997 , 8 , 2 , 0 , 4.59032 , 86.28 , 2.33166 , 0.394851 , -6.39538 , 0 , Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
1XBC , 465.531 , 4 , 1.002 , 7 , 2 , 4 , 3.6571 , 74.36 , 5.53525 , 0.43218 , -5.53542 , 0 , C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N=C4
1XD0 , 808.762 , 29 , 1.001 , 24 , 18 , 24 , -11.7665 , 404.9 , 6.42321 , 0.0854772 , 3.67276 , 0 , C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1[NH2+][C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
1XD1 , 970.904 , 35 , 1.002 , 29 , 21 , 29 , -13.9423 , 484.05 , 6.77405 , 0.0711719 , 4.22576 , 0 , C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1[NH2+][C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
1XEP , 110.112 , 2 , 0 , 2 , 2 , 0 , 1.0978 , 40.46 , 1.50319 , 0.482144 , -1.33455 , 1 , Oc1ccccc1O
1XGI , 327.318 , 4 , -1.002 , 10 , 1 , 0 , 0.6796 , 138.32 , 3.75233 , 0.807 , -2.41072 , 0 , O=C([O-])c1sccc1S(=O)(=O)Nc1cccc([N+2]([O-])[O-])c1
1XGJ , 341.322 , 6 , -2.002 , 10 , 2 , 0 , -1.0185 , 146.66 , 3.18389 , 0.670856 , -1.24298 , 0 , O=C([O-])c1ccc(NS(=O)(=O)c2ccsc2C(=O)[O-])c(O)c1
1XKA , 388.469 , 11 , -0.00100024 , 6 , 5 , 1 , 0.9388 , 116.66 , 3.45279 , 0.28724 , -2.98801 , 0 , NC(=[NH2+])c1cccc(-c2cccc([C@H](CCCNc3ccncc3)C(=O)[O-])c2)c1
